sess,sid,actv_grp,total_ms_tp000_sqrt,mw_tp000_sqrt,mwc_tp000_sqrt,mcl_tp000_sqrt,mcr_tp000_sqrt,mm_tp000_sqrt,ks_tp000_sqrt,total_ms_tp010_sqrt,mw_tp010_sqrt,mwc_tp010_sqrt,mcl_tp010_sqrt,mcr_tp010_sqrt,mm_tp010_sqrt,ks_tp010_sqrt,total_ms_tp020_sqrt,mw_tp020_sqrt,mwc_tp020_sqrt,mcl_tp020_sqrt,mcr_tp020_sqrt,mm_tp020_sqrt,ks_tp020_sqrt,total_ms_tp030_sqrt,mw_tp030_sqrt,mwc_tp030_sqrt,mcl_tp030_sqrt,mcr_tp030_sqrt,mm_tp030_sqrt,ks_tp030_sqrt,total_ms_tp040_sqrt,mw_tp040_sqrt,mwc_tp040_sqrt,mcl_tp040_sqrt,mcr_tp040_sqrt,mm_tp040_sqrt,ks_tp040_sqrt,total_ms_tp050_sqrt,mw_tp050_sqrt,mwc_tp050_sqrt,mcl_tp050_sqrt,mcr_tp050_sqrt,mm_tp050_sqrt,ks_tp050_sqrt,total_ms_tp060_sqrt,mw_tp060_sqrt,mwc_tp060_sqrt,mcl_tp060_sqrt,mcr_tp060_sqrt,mm_tp060_sqrt,ks_tp060_sqrt,total_ms_tp070_sqrt,mw_tp070_sqrt,mwc_tp070_sqrt,mcl_tp070_sqrt,mcr_tp070_sqrt,mm_tp070_sqrt,ks_tp070_sqrt,total_ms_tp080_sqrt,mw_tp080_sqrt,mwc_tp080_sqrt,mcl_tp080_sqrt,mcr_tp080_sqrt,mm_tp080_sqrt,ks_tp080_sqrt,total_ms_tp090_sqrt,mw_tp090_sqrt,mwc_tp090_sqrt,mcl_tp090_sqrt,mcr_tp090_sqrt,mm_tp090_sqrt,ks_tp090_sqrt,total_ms_tp100_sqrt,mw_tp100_sqrt,mwc_tp100_sqrt,mcl_tp100_sqrt,mcr_tp100_sqrt,mm_tp100_sqrt,ks_tp100_sqrt,final_events,final_trials
1,1,Aulaweb,89.44271909999159,0.0,0.0,2.0,0.0,21.93171219946131,0.0,280.53520278211073,3.0,0.0,5.639148871948674,0.0,66.78547746329288,3.7416573867739413,1318.787321746763,6.723094525588644,0.0,28.347839423843222,8.246211251235321,250.7281396253719,4.58257569495584,1353.5878250043475,7.886697661252142,0.0,28.579713084634,8.246211251235321,255.53179841264375,4.58257569495584,1428.145650835376,8.67179335547152,0.0,30.750609750052114,8.78635305459552,274.7689938839534,13.96424004376894,1484.4190782929193,9.0,0.0,32.14031735997639,9.0,291.212980479923,13.96424004376894,1680.5356288993096,11.428035701729314,0.0,38.724669139968114,10.862780491200212,348.2163120820159,17.45279347267937,1902.4457942343588,14.45683229480096,0.0,45.6924501422281,12.649110640673518,406.5668456723937,21.656407827707714,2042.2536571151,18.027756377319946,0.0,51.40038910358559,14.628738838327793,447.9229844515684,26.343879744638983,2299.7173739396762,19.45764631192581,0.0,58.36779934176035,15.569200364822851,509.0754364531842,31.572139617073784,2563.981279182826,21.213203435596427,0.0,65.69627082262737,17.146428199482248,570.0631543960722,34.40930106817051,2.0,2.0
1,1,Blank,89.44271909999159,0.0,0.0,2.0,0.0,23.2379000772445,0.0,1364.404632064843,7.886697661252142,0.0,28.77672670753225,8.246211251235321,257.65150882538995,4.58257569495584,1468.9451997947372,9.0,0.0,31.783643592262987,8.831760866327848,286.69530864665364,13.96424004376894,1514.4966160411188,9.077444574328174,0.0,33.17378483079674,9.45515732285825,302.68267211718614,13.96424004376894,1720.697532978995,10.770329614269007,0.0,40.728368491752775,11.966620241321273,361.51901748040865,17.98332561013118,1916.5072397463048,14.45683229480096,0.0,46.389654018972806,12.806248474865697,411.28457301484093,23.345235059857504,2004.4450603596,15.238110119040353,0.0,49.92794808521576,14.394443372357264,436.96521600694945,25.175384803414623,2069.90337938755,18.24828759089466,0.0,51.741665995597785,14.628738838327793,454.3753954606257,26.343879744638983,2179.1741555001977,18.867962264113206,0.0,55.81039329730619,15.231546211727817,486.3617994867607,30.61372241332308,2320.150857164249,20.049937655763422,0.0,58.82686461133213,15.684387141358123,514.6612478125782,31.629100524675057,2562.4207304812376,21.166010488516726,0.0,65.63535632568775,17.146428199482248,569.5849365985727,34.40930106817051,2.0,2.0
1,1,Deeds,202.48456731316588,2.449489742783178,0.0,3.4641016151377544,0.0,46.05431575867782,2.0,953.3100230250388,5.5677643628300215,0.0,22.208106627986098,7.3484692283495345,188.50039787756418,4.58257569495584,1441.8044250174848,8.717797887081348,0.0,31.375149402034726,8.831760866327848,280.3030502866496,13.96424004376894,1626.8374227316017,9.539392014169456,0.0,37.780947579434795,11.541230437002806,337.17769795761996,15.588457268119896,1769.0675509996786,11.224972160321824,0.0,42.40754649823543,12.165525060596439,373.5293830477062,21.24617612654098,1927.6929216034384,14.66287829861518,0.0,46.9041575982343,12.806248474865697,416.1309889926488,23.345235059857504,2040.049019018906,18.027756377319946,0.0,51.25621913485231,14.628738838327793,446.9304196404626,26.343879744638983,2131.5721897228814,18.520259177452136,0.0,53.92216612859687,15.165750888103101,473.19699914517633,27.680317917249432,2184.9027438309467,18.867962264113206,0.0,56.0,15.231546211727817,488.5742522892503,30.652895458667523,2310.4112188093272,19.519221295943137,0.0,58.51837318312942,15.582040944625964,511.2226520802849,31.559467676119,2492.789602032229,20.688160865577203,0.0,63.812224534175265,16.852299546352718,554.6927077220323,33.34666400106613,2.0,2.0
1,1,Diagram,939.1485505499116,5.5677643628300215,0.0,21.447610589527216,7.3484692283495345,183.8912722235615,4.58257569495584,1184.9894514298428,5.5677643628300215,0.0,25.495097567963924,7.848566748139434,224.31629454856818,4.58257569495584,1244.0257232067188,5.5677643628300215,0.0,27.055498516937366,8.19756061276768,235.28408360958036,4.58257569495584,1271.2198865656562,5.5677643628300215,0.0,27.691153822114384,8.246211251235321,241.04480911233082,4.58257569495584,1624.9923076741018,9.380831519646867,0.0,38.078865529319565,10.770329614269013,335.64356093927995,16.91744661584604,1881.4887722226779,11.224972160321824,0.0,44.98888751680797,12.489995996796797,398.76057979695037,21.517434791350013,2012.3617964968428,15.874507866387544,0.0,50.08792269599529,14.366627996854376,439.1441676716201,25.436194683953808,2039.1174561559715,18.027756377319946,0.0,51.048996072400875,14.628738838327793,445.9103048820469,26.343879744638983,2211.605751484654,19.157244060668017,0.0,56.529638244022046,15.362291495737216,496.27069226380877,31.272991542223778,2278.0254607883558,19.157244060668017,0.0,57.61249864395746,15.53061492665374,504.4680366485076,31.272991542223778,2546.566315649369,20.688160865577203,0.0,65.0384501660364,17.08800749063506,564.8743223054133,33.34666400106613,2.0,2.0
1,1,Other,31.622776601683793,0.0,0.0,0.0,0.0,9.16515138991168,0.0,1201.6655108639845,5.329165037789692,0.0,26.130442016927315,8.074651695274541,228.9602585603013,4.58257569495584,1438.054240979804,8.717797887081348,0.0,31.04834939252005,8.831760866327848,278.2480907391819,13.96424004376894,1682.676439485619,9.9498743710662,0.0,39.380198069588225,11.74734012447073,350.2830284213039,15.968719422671311,1710.847743079436,10.770329614269007,0.0,40.23928428786974,11.8490505948789,358.079879356548,16.90562036720333,1901.3153341831544,14.212670403551895,0.0,45.67274898667694,12.649110640673518,406.18099413931225,21.656407827707714,1938.6077478437974,14.798648586948742,0.0,47.28213193162931,13.023056476879765,420.0135712093122,23.345235059857504,2044.7004670611293,18.027756377319946,0.0,51.5286328171047,14.628738838327793,449.09486748347507,26.343879744638983,2320.603369815704,20.049937655763422,0.0,58.825164683152394,15.684387141358123,514.7725711418587,31.648064711763972,2337.4772726167844,20.46948949045872,0.0,59.58187643906493,15.684387141358123,520.870617332174,31.811947441173732,2562.4207304812376,21.166010488516726,0.0,65.62011886609167,17.146428199482248,569.5357758736495,34.40930106817051,2.0,2.0
1,1,Properties,697.137002317335,3.605551275463989,0.0,16.431676725154983,7.3484692283495345,152.44015219095002,4.58257569495584,1200.0,5.5677643628300215,0.0,26.076809620810597,8.0,228.93579886072862,4.58257569495584,1385.56847539196,7.197221686178634,0.0,30.482782025267973,8.809086218218097,270.9464891819047,9.518403227432637,1654.0253927917793,9.787747442593725,0.0,38.36665218650175,11.610340218959994,342.96880324600954,15.716233645501712,1905.4133409840501,13.870832707519762,0.0,46.03476946830515,12.743625857659193,408.85523110264836,22.99130270341374,2038.872237291979,18.027756377319946,0.0,51.0098029794274,14.628738838327793,445.69945030255536,26.343879744638983,2114.3320458244016,18.520259177452136,0.0,53.33291666503905,15.165750888103101,468.07905315234945,26.359059163786554,2143.6417611158818,18.660117898877274,0.0,54.39852939188705,15.192103211866355,476.01911726316206,28.263050083103202,2179.678875430966,18.867962264113206,0.0,55.78171743501628,15.231546211727817,486.25178662910844,30.56141357987225,2303.6492788616933,19.447364860052378,0.0,58.34552253600956,15.646085772486357,510.28913372714493,31.50238086240467,2492.388412747901,20.688160865577203,0.0,63.7808748764079,16.852299546352718,554.4682136966916,33.34666400106613,2.0,2.0
1,1,Study,340.58772731852804,3.605551275463989,0.0,6.164414002968976,0.0,76.07890640644094,3.7416573867739413,1348.0356078383093,7.848566748139434,0.0,28.982753492378876,8.366600265340756,258.2355513867136,7.469939758793239,1499.1330828182,9.0,0.0,32.286219970755326,9.033271832508971,295.20704598637207,13.96424004376894,1662.9491874377882,9.899494936611665,0.0,38.92557000224917,11.74734012447073,346.06560071755183,15.968719422671311,1895.8902921846507,14.106735979665885,0.0,45.506043554675244,12.649110640673518,404.0700434330662,21.563858652847824,1934.4249791604739,14.798648586948742,0.0,47.138094997570704,12.806248474865697,418.38738030681566,23.345235059857504,2064.848662735359,18.110770276274835,0.0,51.61782637810314,14.628738838327793,452.6641138857818,26.343879744638983,2085.85713796511,18.520259177452136,0.0,52.329723867033735,14.696938456699069,460.0421719799175,26.343879744638983,2305.731987894517,19.519221295943137,0.0,58.37636508039876,15.556349186104045,509.42771813084534,31.559467676119,2315.340147796863,19.519221295943137,0.0,58.67196945731411,15.684387141358123,513.1504652633572,31.559467676119,2404.5789652244734,20.54263858417414,0.0,61.56297588648554,16.792855623746664,536.1305811087444,31.906112267087632,2.0,2.0
1,1,TextEditor,1368.9411966918083,8.0,0.0,28.809720581775867,8.246211251235321,258.48597640877927,4.58257569495584,1685.3486286225768,9.954898291795853,0.0,39.47910839925339,11.755849607748475,351.24663699457676,16.01873902652765,1720.8718720462603,10.770329614269007,0.0,40.75291400624009,11.933147112141038,361.58401513341266,18.027756377319946,1764.59627110566,11.224972160321824,0.0,42.36035882756425,12.165525060596439,373.0757295777896,21.250882334623192,1897.261183917491,14.247806848775006,0.0,45.528013354417304,12.649110640673518,404.3916418523014,21.60092590608097,1992.862263178266,15.346009253222807,0.0,49.558046773455466,14.2828568570857,434.36735604785036,25.219040425836983,2130.3051424619903,18.520259177452136,0.0,53.90361768935365,15.165750888103101,472.84225699486717,27.575351312358652,2182.7963716297495,18.867962264113206,0.0,55.92494970940966,15.231546211727817,487.8518217655849,30.607188698082023,2294.994553370443,19.34424979160474,0.0,58.14120741780308,15.556349186104045,507.4743343263776,31.515075757484702,2548.509368238618,20.866240677227893,0.0,65.16133823057964,17.08800749063506,565.7568382264593,33.406586176980134,2562.0304447839803,21.166010488516726,0.0,65.58200972827838,17.146428199482248,569.2863954109566,34.40930106817051,2.0,2.0
1,2,Aulaweb,1334.541119636259,0.0,0.0,1.4142135623730951,0.0,9.055385138137417,16.73320053068151,1338.656042454521,0.0,0.0,1.4142135623730951,0.0,9.055385138137417,16.73320053068151,1339.7761006974263,0.0,0.0,1.4142135623730951,0.0,9.055385138137417,16.73320053068151,1343.8749941865872,0.0,0.0,1.4142135623730951,0.0,9.055385138137417,16.73320053068151,1346.476884316994,0.0,0.0,1.4142135623730951,0.0,9.055385138137417,16.73320053068151,1346.476884316994,0.0,0.0,1.4142135623730951,0.0,9.055385138137417,16.73320053068151,1346.476884316994,0.0,0.0,1.4142135623730951,0.0,9.055385138137417,16.73320053068151,1814.662503056698,0.0,0.0,1.4142135623730951,0.0,9.055385138137417,25.612496949731394,1814.662503056698,0.0,0.0,1.4142135623730951,0.0,9.055385138137417,25.612496949731394,1954.7378340841515,0.0,0.0,1.4142135623730951,0.0,9.055385138137417,29.79932885150268,2088.7795479657493,0.0,0.0,1.4142135623730951,0.0,9.055385138137417,33.61547262794322,2.0,2.0
1,2,Blank,412.31056256176606,0.0,0.0,1.4142135623730951,0.0,9.055385138137417,4.47213595499958,789.6201618499872,0.0,0.0,1.4142135623730951,0.0,9.055385138137417,6.244997998398398,1040.6728592598156,0.0,0.0,1.4142135623730951,0.0,9.055385138137417,7.615773105863909,1197.0797801316335,0.0,0.0,1.4142135623730951,0.0,9.055385138137417,13.0,1662.5281952496325,0.0,0.0,1.4142135623730951,0.0,9.055385138137417,21.118712081942874,1827.7034770443481,0.0,0.0,1.4142135623730951,0.0,9.055385138137417,25.709920264364882,1900.2631396730296,0.0,0.0,1.4142135623730951,0.0,9.055385138137417,26.229754097208,1916.7681132573132,0.0,0.0,1.4142135623730951,0.0,9.055385138137417,27.964262908219126,1932.6148090087688,0.0,0.0,1.4142135623730951,0.0,9.055385138137417,29.664793948382652,2034.9447166937975,0.0,0.0,1.4142135623730951,0.0,9.055385138137417,32.12475680841802,2111.1608181282636,0.0,0.0,1.4142135623730951,0.0,9.055385138137417,34.292856398964496,2.0,2.0
