,student_id,interim_session,interim_score,session,ttime_avg,atime_avg,itime_avg,mw_avg,mwc_avg,mcl_avg,mcr_avg,mm_avg,ks_avg,ttime_var,atime_var,itime_var,mw_var,mwc_var,mcl_var,mcr_var,mm_var,ks_var,ttime_q1,atime_q1,itime_q1,mw_q1,mwc_q1,mcl_q1,mcr_q1,mm_q1,ks_q1,ttime_med,atime_med,itime_med,mw_med,mwc_med,mcl_med,mcr_med,mm_med,ks_med,ttime_q3,atime_q3,itime_q3,mw_q3,mwc_q3,mcl_q3,mcr_q3,mm_q3,ks_q3,ttime_max,atime_max,itime_max,mw_max,mwc_max,mcl_max,mcr_max,mm_max,ks_max,ttime_ln_avg,itime_ln_avg,mw_ln_avg,mwc_ln_avg,mcl_ln_avg,mcr_ln_avg,mm_ln_avg,ks_ln_avg,ttime_ln_var,itime_ln_var,mw_ln_var,mwc_ln_var,mcl_ln_var,mcr_ln_var,mm_ln_var,ks_ln_var,ttime_ln_q1,itime_ln_q1,mw_ln_q1,mwc_ln_q1,mcl_ln_q1,mcr_ln_q1,mm_ln_q1,ks_ln_q1,ttime_ln_med,itime_ln_med,mw_ln_med,mwc_ln_med,mcl_ln_med,mcr_ln_med,mm_ln_med,ks_ln_med,ttime_ln_q3,itime_ln_q3,mw_ln_q3,mwc_ln_q3,mcl_ln_q3,mcr_ln_q3,mm_ln_q3,ks_ln_q3,ttime_ln_max,itime_ln_max,mw_ln_max,mwc_ln_max,mcl_ln_max,mcr_ln_max,mm_ln_max,ks_ln_max,mw_wdz_avg,mwc_wdz_avg,mcl_wdz_avg,mcr_wdz_avg,mm_wdz_avg,ks_wdz_avg,mw_wdz_var,mwc_wdz_var,mcl_wdz_var,mcr_wdz_var,mm_wdz_var,ks_wdz_var,mw_wdz_q1,mwc_wdz_q1,mcl_wdz_q1,mcr_wdz_q1,mm_wdz_q1,ks_wdz_q1,mw_wdz_med,mwc_wdz_med,mcl_wdz_med,mcr_wdz_med,mm_wdz_med,ks_wdz_med,mw_wdz_q3,mwc_wdz_q3,mcl_wdz_q3,mcr_wdz_q3,mm_wdz_q3,ks_wdz_q3,mw_wdz_max,mwc_wdz_max,mcl_wdz_max,mcr_wdz_max,mm_wdz_max,ks_wdz_max,ttime_sqrt_avg,itime_sqrt_avg,mw_sqrt_avg,mwc_sqrt_avg,mcl_sqrt_avg,mcr_sqrt_avg,mm_sqrt_avg,ks_sqrt_avg,ttime_sqrt_var,itime_sqrt_var,mw_sqrt_var,mwc_sqrt_var,mcl_sqrt_var,mcr_sqrt_var,mm_sqrt_var,ks_sqrt_var,ttime_sqrt_q1,itime_sqrt_q1,mw_sqrt_q1,mwc_sqrt_q1,mcl_sqrt_q1,mcr_sqrt_q1,mm_sqrt_q1,ks_sqrt_q1,ttime_sqrt_med,itime_sqrt_med,mw_sqrt_med,mwc_sqrt_med,mcl_sqrt_med,mcr_sqrt_med,mm_sqrt_med,ks_sqrt_med,ttime_sqrt_q3,itime_sqrt_q3,mw_sqrt_q3,mwc_sqrt_q3,mcl_sqrt_q3,mcr_sqrt_q3,mm_sqrt_q3,ks_sqrt_q3,ttime_sqrt_max,itime_sqrt_max,mw_sqrt_max,mwc_sqrt_max,mcl_sqrt_max,mcr_sqrt_max,mm_sqrt_max,ks_sqrt_max,exercise_count,activity_count,act_grp_count
0,1,interim_s2_score,5.0,2,22115.681233933163,3002.445652173913,521284.1633466135,2.950199203187251,0.0,8.49601593625498,0.6254980079681275,607.1573705179283,6.565737051792829,2461561325.6300855,6180385.055217389,13484832352298.459,134.9136825949692,0.0,391.75547311750995,18.154877496004012,1676681.9372609346,870.8210193159497,2000.0,1000.0,0.0,0.0,0.0,2.0,0.0,100.25,0.0,4000.0,2000.0,78.0,0.0,0.0,3.0,0.0,213.5,0.0,16000.0,3955.0,7177.5,0.0,0.0,6.0,0.0,509.0,0.0,487000.0,16152.0,65209100.0,160.0,0.0,184.0,44.0,11630.0,350.0,8.675506892601945,7.877508037753334,2.030470287057413,,1.3850317473538616,2.1480464450507553,5.515334350152609,2.8499499519522207,2.3628040186451003,14.956954631856236,1.4972252271977138,,1.0156205851552944,1.7547125619918373,1.562246354153191,1.8568752881885218,7.600902459542082,4.53794713771163,1.0986122886681098,,0.6931471805599453,0.6931471805599453,4.653960350157523,1.791759469228055,8.294049640102028,7.143617602704121,1.9459101490553128,,1.0986122886681098,2.4849066497880004,5.3706380281276624,2.302585092994046,9.680344001221918,10.687483832598666,2.9444389791664403,,1.791759469228055,3.433466642230941,6.233920048426409,3.951243718581428,13.096019402064726,17.993109587709966,5.075173815233827,,5.214935757608986,3.784189633918261,9.36134324551271,5.857933154483459,2.950199203187251,0.0,8.49601593625498,0.6254980079681275,607.1573705179283,6.565737051792829,134.9136825949692,0.0,391.75547311750995,18.154877496004012,1676681.9372609346,870.8210193159497,0.0,0.0,2.0,0.0,100.25,0.0,0.0,0.0,3.0,0.0,213.5,0.0,0.0,0.0,6.0,0.0,509.0,0.0,160.0,0.0,184.0,44.0,11630.0,350.0,106.67377356215654,212.85691462810078,0.6177898130387347,0.0,2.2904412643754486,0.13415075696818007,19.326843614589237,0.8085067398848873,10764.058369148948,476926.1493319217,2.573661766360469,0.0,3.2563815665708384,0.6087141603817205,234.09681473133742,5.923854410146661,44.7213595499958,0.0,0.0,0.0,1.4142135623730951,0.0,10.012468905280222,0.0,63.24555320336759,8.831760866327848,0.0,0.0,1.7320508075688772,0.0,14.611629178827108,0.0,126.49110640673516,84.71965929997248,0.0,0.0,2.449489742783178,0.0,22.56102834535696,0.0,697.853852894716,8075.21516741195,12.649110640673518,0.0,13.564659966250536,6.6332495807108,107.8424777163433,18.708286933869708,7.0,25.0,8.0
1,2,interim_s2_score,4.0,2,31153.571428571428,2498.141975308642,1483851.4425287356,0.0,0.0,11.316091954022989,0.28160919540229884,212.38505747126436,14.801724137931034,6013449449.564772,5543315.402078061,144098079923554.56,0.0,0.0,904.2340918877741,1.9608135413561218,225528.50260028502,8564.972100765186,2000.0,985.0,0.0,0.0,0.0,2.0,0.0,30.0,0.0,5000.0,1751.0,343.5,0.0,0.0,2.0,0.0,61.0,0.0,27000.0,3274.5,37947.0,0.0,0.0,6.0,0.0,154.75,0.0,847000.0,17812.0,208854702.0,0.0,0.0,278.0,16.0,3225.0,1495.0,8.859487984575491,8.753501299580732,,,1.3951699466889658,1.1378803378196205,4.388349187181633,3.34991296754578,2.8033088235671038,17.11190939389676,,,1.3834234376159977,0.46873338770718376,1.6272499607906803,2.266288141873549,7.600902459542082,5.1298987149230735,,,0.6931471805599453,0.6931471805599453,3.49650756146648,2.079441541679836,8.517193191416238,8.31898612539206,,,1.0986122886681098,0.6931471805599453,4.174387269895637,3.258096538021482,10.203592144986466,12.038635760335504,,,1.791759469228055,1.791759469228055,5.056245805348308,4.42760702387237,13.649455973634192,19.157149362419887,,,5.627621113690637,2.772588722239781,8.078688229229872,7.309881485824786,0.0,0.0,11.316091954022989,0.28160919540229884,212.38505747126436,14.801724137931034,0.0,0.0,904.2340918877741,1.9608135413561218,225528.50260028502,8564.972100765186,0.0,0.0,2.0,0.0,30.0,0.0,0.0,0.0,2.0,0.0,61.0,0.0,0.0,0.0,6.0,0.0,154.75,0.0,0.0,0.0,278.0,16.0,3225.0,1495.0,122.90717288949352,375.9688919453641,0.0,0.0,2.434393853918994,0.1296806571017299,10.847128380133848,1.1503019859806287,16104.915837445888,1346367.70754093,0.0,0.0,5.4053511362319755,0.26555521226638296,94.9978456913643,13.51737250341516,44.7213595499958,0.0,0.0,0.0,1.4142135623730951,0.0,5.477225575051661,0.0,70.71067811865476,18.530172876138067,0.0,0.0,1.4142135623730951,0.0,7.809987283213323,0.0,164.31676725154983,194.79838588508102,0.0,0.0,2.449489742783178,0.0,12.439746256028558,0.0,920.3260291874832,14451.806184695391,0.0,0.0,16.673332000533065,4.0,56.789083458002736,38.66522985836241,7.0,24.0,8.0
2,3,interim_s2_score,3.5,2,19542.25352112676,2764.3991935483873,1074627.7373029771,0.0,0.0,5.045534150612959,0.29071803852889666,163.37653239929946,7.583187390542907,3988211151.615576,6810569.342023633,88438873240971.88,0.0,0.0,142.16283528435793,8.53989615018281,193561.31937813008,4375.047015085884,2000.0,1000.0,0.0,0.0,0.0,2.0,0.0,34.5,0.0,4000.0,1985.5,141.0,0.0,0.0,2.0,0.0,76.0,0.0,11000.0,3415.0,6421.5,0.0,0.0,4.0,0.0,149.5,0.0,616000.0,19650.0,149271756.0,0.0,0.0,158.0,44.0,7515.0,1289.0,8.50815096535632,8.176207110169267,,,1.1383276288413158,1.717635728633953,4.437824450584056,2.3152029058669257,2.0236940342498646,13.436502421229005,,,0.6117372493164344,1.8572582157087127,1.235829830768253,2.3304958246100242,7.600902459542082,5.435722374217802,,,0.6931471805599453,0.6931471805599453,3.688879454113936,1.3862943611198906,8.294049640102028,7.630218484405708,,,0.6931471805599453,0.6931471805599453,4.394449154672439,1.3862943611198906,9.305650551780507,10.635197761535363,,,1.3862943611198906,3.1780538303479458,5.099866427824199,3.091042453358316,13.331002242515655,18.82127906845796,,,5.062595033026967,3.784189633918261,8.924656302187074,7.161622002939187,0.0,0.0,5.045534150612959,0.29071803852889666,163.37653239929946,7.583187390542907,0.0,0.0,142.16283528435793,8.53989615018281,193561.31937813008,4375.047015085884,0.0,0.0,2.0,0.0,34.5,0.0,0.0,0.0,2.0,0.0,76.0,0.0,0.0,0.0,4.0,0.0,149.5,0.0,0.0,0.0,158.0,44.0,7515.0,1289.0,95.6446947165682,240.76053287724162,0.0,0.0,1.87595127667232,0.06725444264687559,9.972765162122352,0.69048570845641,10418.803178157003,1018445.7208364015,0.0,0.0,1.5290187493191258,0.2866969747511777,64.03262862645906,7.118884274990119,44.7213595499958,0.0,0.0,0.0,1.4142135623730951,0.0,5.873515838972459,0.0,63.24555320336759,11.874342087037917,0.0,0.0,1.4142135623730951,0.0,8.717797887081348,0.0,104.88088481701516,80.13302044211963,0.0,0.0,2.0,0.0,12.227002164824796,0.0,784.8566748139433,12217.6821042291,0.0,0.0,12.569805089976535,6.6332495807108,86.68909966079934,35.90264614203248,6.0,22.0,8.0
3,4,interim_s2_score,6.0,2,16956.777996070727,2342.7432024169184,440180.22860962566,3.1310160427807485,0.00267379679144385,5.970588235294118,0.32085561497326204,156.7433155080214,7.716577540106952,1984124112.432901,2907674.7732491065,11271960768067.086,183.642785043919,0.005347593582887704,295.3994015276796,7.144571154493192,230457.84299407966,1232.2890420863498,2000.0,984.0,0.0,0.0,0.0,2.0,0.0,29.75,0.0,4000.0,1968.0,61.5,0.0,0.0,2.0,0.0,57.5,0.0,11000.0,3134.5,3498.75,0.0,0.0,4.0,0.0,125.0,0.0,388000.0,12768.0,60579822.0,128.0,2.0,310.0,36.0,9046.0,415.0,8.483725960465616,7.7600051444509415,2.2831326131190317,0.6931471805599453,1.2111211277434286,1.348772539378057,4.2005750340119254,2.3528819112005523,1.9515841867505845,12.840436903781228,1.796269045514496,,0.8113943426978396,1.281434350593604,1.4456337803374366,2.247982538564234,7.600902459542082,4.8283137373023015,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,3.49650756146648,1.3862943611198906,8.294049640102028,7.3632795869630385,2.079441541679836,0.6931471805599453,0.6931471805599453,0.6931471805599453,4.143134726391533,1.791759469228055,9.305650551780507,10.223467391287071,3.4173320119465482,0.6931471805599453,1.6094379124341005,2.0075210235668908,4.867534450455582,3.4011973816621555,12.86876061860541,17.919472425295595,4.852030263919617,0.6931471805599453,5.736572297479192,3.58351893845611,9.11007795003779,6.028278520230698,3.1310160427807485,0.00267379679144385,5.970588235294118,0.32085561497326204,156.7433155080214,7.716577540106952,183.642785043919,0.005347593582887704,295.3994015276796,7.144571154493192,230457.84299407966,1232.2890420863498,0.0,0.0,2.0,0.0,29.75,0.0,0.0,0.0,2.0,0.0,57.5,0.0,0.0,0.0,4.0,0.0,125.0,0.0,128.0,2.0,310.0,36.0,9046.0,415.0,92.86176247007634,169.10973281704457,0.5439258306733193,0.0018906598427447796,1.8736856674487077,0.09401317507336432,9.449070084879692,0.9490503148220302,8349.875537626222,412133.1069656996,2.838956129402012,0.0026737967914438523,2.463183280667702,0.31243483151090135,67.54869578207719,6.825005378784858,44.7213595499958,0.0,0.0,0.0,1.4142135623730951,0.0,5.454210383072372,0.0,63.24555320336759,7.8421287749592326,0.0,0.0,1.4142135623730951,0.0,7.582803770567329,0.0,104.88088481701516,59.150207005170984,0.0,0.0,2.0,0.0,11.180339887498947,0.0,622.8964600958975,7783.304054191895,11.31370849898476,1.4142135623730951,17.60681686165901,6.0,95.11046209539728,20.37154878746336,7.0,25.0,9.0
4,5,interim_s2_score,5.0,2,19125.301204819276,3801.739002932551,664400.3410214168,2.540362438220758,0.0,7.649093904448105,0.21746293245469522,558.8632619439868,9.044481054365733,3252206483.906644,13738044.181680175,89504481777792.0,95.3741932677617,0.0,541.3535594086595,0.5730938826996373,2004417.0522289458,2907.05247361639,2000.0,1000.0,0.0,0.0,0.0,2.0,0.0,96.0,0.0,4000.0,2684.0,30.0,0.0,0.0,2.0,0.0,201.0,0.0,11000.0,4872.0,586.0,0.0,0.0,5.0,0.0,450.0,0.0,744000.0,25747.0,225032606.0,138.0,0.0,303.0,10.0,17576.0,727.0,8.507062542913973,6.869388444155188,1.92407344110601,,1.310665800668533,0.7390463365108302,5.444125141663628,2.43446491188933,2.0704516035920655,13.382298753762875,1.3712588613881558,,0.9055282507648124,0.1033373487378896,1.3865268493063536,2.9049421774060282,7.600902459542082,4.143134726391533,1.0986122886681098,,0.6931471805599453,0.6931471805599453,4.564348191467836,0.6931471805599453,8.294049640102028,5.914451703288428,1.9459101490553128,,1.0986122886681098,0.6931471805599453,5.308267697401205,2.302585092994046,9.305650551780507,9.23035998092168,2.7403194616709956,,1.791759469228055,0.6931471805599453,6.110356232031332,3.7831555073862315,13.51979631381523,19.231755865225004,4.927253685157205,,5.713732805509369,2.302585092994046,9.774289614064449,6.588926477533519,2.540362438220758,0.0,7.649093904448105,0.21746293245469522,558.8632619439868,9.044481054365733,95.3741932677617,0.0,541.3535594086595,0.5730938826996373,2004417.0522289458,2907.05247361639,0.0,0.0,2.0,0.0,96.0,0.0,0.0,0.0,2.0,0.0,201.0,0.0,0.0,0.0,5.0,0.0,450.0,0.0,138.0,0.0,303.0,10.0,17576.0,727.0,95.91463904794008,146.7743315287906,0.5885562065511913,0.0,2.0609526767060498,0.1426771113449621,18.42679142165811,0.8536233593910751,9949.658301366895,643918.4578082447,2.1975844326405163,0.0,3.4071811172896824,0.19743143206640615,219.67852846030206,8.329530670467399,44.7213595499958,0.0,0.0,0.0,1.4142135623730951,0.0,9.797958971132712,0.0,63.24555320336759,5.477225575051661,0.0,0.0,1.4142135623730951,0.0,14.177446878757824,0.0,104.88088481701516,24.202358626358166,0.0,0.0,2.23606797749979,0.0,21.213203435596427,0.0,862.554346113913,15001.086827293548,11.74734012447073,0.0,17.406895185529212,3.1622776601683795,132.5745073534124,26.962937525425527,7.0,25.0,8.0
5,6,interim_s2_score,5.5,2,22666.666666666668,2964.637323943662,729500.0273224043,3.5482695810564664,0.0,8.265938069216757,0.6520947176684881,461.3205828779599,7.60655737704918,3593225516.6217427,8515261.440439455,24567329870359.184,202.14958185420068,0.0,1257.440096791777,29.362317684442846,1543578.718206958,1390.4106138566488,1000.0,985.0,0.0,0.0,0.0,2.0,0.0,84.0,0.0,3000.0,2000.0,19.0,0.0,0.0,2.0,0.0,154.0,0.0,11250.0,3862.25,1169.0,0.0,0.0,5.0,0.0,346.0,0.0,604000.0,21980.0,83027852.0,130.0,0.0,692.0,72.0,17006.0,463.0,8.486755000985585,7.323802376667098,2.5319859441164865,,1.2813716895789062,1.5605205694629187,5.2237110705158125,2.6799655196803664,2.4010434387169153,16.034373967648328,1.6350323048827722,,0.8971261412904915,1.802480748858465,1.400850503285473,2.6673668232868346,6.907755278982137,4.143134726391533,1.6094379124341005,,0.6931471805599453,0.6931471805599453,4.430816798843313,1.3862943611198906,8.006367567650246,6.269096283706261,2.3978952727983707,,1.0986122886681098,0.6931471805599453,5.040188859666438,2.079441541679836,9.327403396027915,9.79762691183662,3.6375861597263857,,1.6094379124341005,2.5375869076169133,5.847160276280008,4.248495242049359,13.311329476916953,18.234686675736164,4.867534450455582,,6.539585955617669,4.276666119016055,9.741321501945738,6.137727054086234,3.5482695810564664,0.0,8.265938069216757,0.6520947176684881,461.3205828779599,7.60655737704918,202.14958185420068,0.0,1257.440096791777,29.362317684442846,1543578.718206958,1390.4106138566488,0.0,0.0,2.0,0.0,84.0,0.0,0.0,0.0,2.0,0.0,154.0,0.0,0.0,0.0,5.0,0.0,346.0,0.0,130.0,0.0,692.0,72.0,17006.0,463.0,100.53794110315525,211.43081573138952,0.5962092775444571,0.0,2.0913016101997783,0.13849983053057302,16.58248925867244,0.8093515494775906,12592.640248869851,686046.6671120045,3.1986303632410267,0.0,3.8994985561524076,0.6340674644556725,186.68167234000234,6.964192678973838,31.622776601683796,0.0,0.0,0.0,1.4142135623730951,0.0,9.16515138991168,0.0,54.77225575051661,4.358898943540674,0.0,0.0,1.4142135623730951,0.0,12.409673645990855,0.0,106.04679148801968,34.19064199455752,0.0,0.0,2.23606797749979,0.0,18.601075237738275,0.0,777.1743691090179,9111.9620280157,11.40175425099138,0.0,26.30589287593181,8.48528137423857,130.40705502387516,21.517434791350013,7.0,25.0,8.0
6,7,interim_s2_score,4.0,2,23147.945205479453,9572.632183908046,36820.19491525424,5.139830508474576,0.0,6.504237288135593,0.3898305084745763,490.06779661016947,8.703389830508474,3430813216.920067,175295422.37728968,109821400480.82816,542.3753103746085,0.0,221.40550217712044,8.94749721112672,971542.1525063877,1554.4171434740354,2000.0,1969.5,0.0,0.0,0.0,2.0,0.0,96.0,0.0,5000.0,4873.5,15.0,0.0,0.0,2.0,0.0,206.5,0.0,18000.0,11921.75,271.25,0.0,0.0,6.0,0.0,482.25,0.0,767000.0,117809.0,5871332.0,264.0,0.0,208.0,34.0,14016.0,516.0,8.742370011164846,6.2897859963416165,2.4422748424391636,,1.2645614883913185,1.5111384350419859,5.439091180611954,2.5641082856030195,2.3124567209511357,9.901384068193163,1.7897384825222358,,0.8338981628865393,1.4247053021028362,1.3699439828006967,1.9664172647457634,7.600902459542082,3.871201010907891,1.6094379124341005,,0.6931471805599453,0.6931471805599453,4.5695295849856095,1.3862943611198906,8.517193191416238,5.5093883366279774,2.3502401828962083,,1.0986122886681098,0.6931471805599453,5.332718793265369,2.249904835165133,9.798127036878302,8.70996000607173,3.1461341195338486,,1.791759469228055,2.2527283368198225,6.185089656951611,3.4570805345179,13.550242080349394,15.58559208258732,5.575949103146316,,5.337538079701318,3.5263605246161616,9.547954813176172,6.246106765481563,5.139830508474576,0.0,6.504237288135593,0.3898305084745763,490.06779661016947,8.703389830508474,542.3753103746085,0.0,221.40550217712044,8.94749721112672,971542.1525063877,1554.4171434740354,0.0,0.0,2.0,0.0,96.0,0.0,0.0,0.0,2.0,0.0,206.5,0.0,0.0,0.0,6.0,0.0,482.25,0.0,264.0,0.0,208.0,34.0,14016.0,516.0,109.23877363932675,49.95023323869688,0.7612574784025565,0.0,2.0780726440805,0.10809163594930461,18.11930523001295,1.044812955005122,11245.645527000592,34398.04633145797,4.56999976293834,0.0,2.1904922474655177,0.3789495659622993,162.10201105589633,7.627916559730856,44.7213595499958,0.0,0.0,0.0,1.4142135623730951,0.0,9.797958971132712,0.0,70.71067811865476,3.872983346207417,0.0,0.0,1.4142135623730951,0.0,14.37009733217274,0.0,134.16407864998737,16.469663850483407,0.0,0.0,2.449489742783178,0.0,21.959819724384175,0.0,875.7853618324526,2423.083159943133,16.24807680927192,0.0,14.422205101855956,5.830951894845301,118.38918869558994,22.71563338320109,7.0,23.0,9.0
7,8,interim_s2_score,4.0,2,33386.97318007663,3183.247191011236,1948318.199404762,2.8392857142857144,0.0,8.678571428571429,0.9702380952380952,570.1636904761905,11.273809523809524,7791415060.418506,7046523.995048562,149867982284200.97,137.63379530916848,0.0,474.42771855010625,29.53343994314144,1235953.0925284296,4916.987491115846,2000.0,1055.0,0.0,0.0,0.0,2.0,0.0,88.5,0.0,5000.0,2586.5,204.5,0.0,0.0,2.0,0.0,217.0,0.0,20000.0,3901.5,10686.5,0.0,0.0,6.0,0.0,539.75,0.0,673000.0,14689.0,157265776.0,117.0,0.0,206.0,56.0,11325.0,973.0,8.888057785486266,8.41117713105026,2.182656803543598,,1.4602742674334845,1.1667023206264957,5.438107556603076,2.934544135848134,2.5676359370993076,15.140985591287537,1.3698886701123516,,1.1424437147300832,1.163297621689478,1.8353468500726595,2.988167177588876,7.600902459542082,5.1159102791247735,1.3862943611198906,,0.6931471805599453,0.6931471805599453,4.5217885770490405,1.4876606381469317,8.517193191416238,7.506306104948754,2.079441541679836,,1.3862943611198906,0.6931471805599453,5.400420041695016,2.8314802400679726,9.903487552536127,10.880752419391708,2.70805020110221,,1.868834809141684,0.6931471805599453,6.301205988838229,4.468476013975179,13.419500608626866,18.873447772837,4.762173934797756,,5.327876168789581,4.02535169073515,9.334767950351235,6.880384082186005,2.8392857142857144,0.0,8.678571428571429,0.9702380952380952,570.1636904761905,11.273809523809524,137.63379530916848,0.0,474.42771855010625,29.53343994314144,1235953.0925284296,4916.987491115846,0.0,0.0,2.0,0.0,88.5,0.0,0.0,0.0,2.0,0.0,217.0,0.0,0.0,0.0,6.0,0.0,539.75,0.0,117.0,0.0,206.0,56.0,11325.0,973.0,123.57155737017344,378.02186669808555,0.5693713436652509,0.0,2.123187880772155,0.2765146147789007,18.934993044355515,0.8777942741853493,18186.724325298823,1810806.9741736113,2.5226097544248067,0.0,4.183094337040576,0.8964457563743141,212.26145942038792,10.534639830751319,44.7213595499958,0.0,0.0,0.0,1.4142135623730951,0.0,9.407330612314656,0.0,70.71067811865476,14.293663161603627,0.0,0.0,1.4142135623730951,0.0,14.730294133322465,0.0,141.4213562373095,103.37545774602687,0.0,0.0,2.449489742783178,0.0,23.23229529474451,0.0,820.3657720797473,12540.565218521851,10.816653826391969,0.0,14.352700094407323,7.483314773547883,106.4189832689638,31.192947920964443,7.0,24.0,8.0
8,9,interim_s2_score,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,interim_s2_score,5.0,2,18860.52009456265,3403.6625,465624.014059754,2.3005272407732864,0.0,7.367311072056239,0.6537785588752196,431.8664323374341,7.660808435852372,2106480499.2549276,10802587.114576805,10979901404137.422,70.48170746800662,0.0,403.2222394118667,14.240835169187353,890843.7743817918,2453.802000049507,2000.0,1000.0,0.0,0.0,0.0,2.0,0.0,100.0,0.0,4000.0,2000.0,45.0,0.0,0.0,3.0,0.0,202.0,0.0,14000.0,4427.0,1511.0,0.0,0.0,6.0,0.0,402.0,0.0,480000.0,19670.0,53862943.0,73.0,0.0,303.0,56.0,13222.0,867.0,8.56160741190003,7.271112092729002,2.2306405112892027,,1.3372931332963605,1.110774736702674,5.3558808619438585,2.4510640005601676,2.1559499308379455,15.500328507650819,1.2407188506561206,,0.8700880178804997,0.8906796946897076,1.238870197242734,2.4281464246724065,7.600902459542082,4.0943445622221,1.0986122886681098,,0.6931471805599453,0.6931471805599453,4.605170185988092,1.3862943611198906,8.294049640102028,6.361302477572996,2.19722457733622,,1.0986122886681098,0.6931471805599453,5.308267697401205,2.079441541679836,9.546812608597396,9.93781465460895,3.091042453358316,,1.791759469228055,0.8664339756999316,5.996452088619021,3.7214308430276715,13.081541382884074,17.801953285518497,4.290459441148391,,5.713732805509369,4.02535169073515,9.489637387893524,6.765038976780541,2.3005272407732864,0.0,7.367311072056239,0.6537785588752196,431.8664323374341,7.660808435852372,70.48170746800662,0.0,403.2222394118667,14.240835169187353,890843.7743817918,2453.802000049507,0.0,0.0,2.0,0.0,100.0,0.0,0.0,0.0,3.0,0.0,202.0,0.0,0.0,0.0,6.0,0.0,402.0,0.0,73.0,0.0,303.0,56.0,13222.0,867.0,98.5462349245195,187.06325606515358,0.5038378970058804,0.0,2.1248650371697595,0.22517254633962935,17.135191980850703,0.791572949848558,9170.84014993175,431389.5060792996,2.0502779146912897,0.0,2.8572812297533674,0.6041376365657283,138.49502887055067,7.046604892295288,44.7213595499958,0.0,0.0,0.0,1.4142135623730951,0.0,10.0,0.0,63.24555320336759,6.708203932499369,0.0,0.0,1.7320508075688772,0.0,14.212670403551895,0.0,118.32159566199232,38.87158345115362,0.0,0.0,2.449489742783178,0.0,20.049937655763426,0.0,692.8203230275509,7339.1377558947615,8.54400374531753,0.0,17.406895185529212,7.483314773547883,114.98695578194946,29.444863728670917,7.0,24.0,8.0
